failure,case,tick,agent,policy,action,target_r,target_c,true_r,true_c,attribution,peak_belief,entropy,reason
F2 chasing-the-smear,16,37,belief,A_uniform,search,3,21,4,7,0.0,0.053953,0.7619,"search; -> (3, 21); at -22.78; drawn by gain -29.62; held back by travel +4.80; next best hold_position -0.95; H 0.76; peak traceability 2.9"
F2 chasing-the-smear,16,38,belief,A_uniform,search,2,21,4,6,0.0,0.065827,0.7935,"search; -> (2, 21); at -13.95; drawn by gain -24.31; held back by travel +4.80; next best hold_position -4.38; H 0.79; peak traceability 3.8"
F2 chasing-the-smear,16,39,belief,A_uniform,search,2,22,3,6,0.0,0.069856,0.8319,"search; -> (2, 22); at -6.47; drawn by gain -16.38; held back by travel +4.80; next best hold_position -4.86; H 0.83; peak traceability 5.4"
F2 chasing-the-smear,16,42,belief,A_uniform,search,6,9,4,6,4.7335,0.024188,0.8764,"search; -> (6, 9); at -1.55; drawn by gain -13.61; held back by travel +12.00; next best hold_position +0.56; H 0.88; peak traceability 111.7"
F2 chasing-the-smear,17,6,belief,A_uniform,search,7,2,4,4,7.7827,0.051727,0.8234,"search; -> (7, 2); at -7.75; drawn by gain -27.23; held back by travel +18.60; next best search -1.01; H 0.82; peak traceability 6.9"
F2 chasing-the-smear,17,8,belief,A_uniform,search,7,2,3,5,7.4256,0.050649,0.8181,"search; -> (7, 2); at -9.23; drawn by gain -27.58; held back by travel +17.40; next best search -2.46; H 0.82; peak traceability 6.3"
F2 chasing-the-smear,17,10,belief,A_uniform,search,7,2,4,6,7.126,0.049574,0.8122,"search; -> (7, 2); at -10.64; drawn by gain -27.87; held back by travel +16.20; next best search -3.85; H 0.81; peak traceability 5.8"
F2 chasing-the-smear,17,11,belief,A_uniform,search,7,2,4,7,6.9904,0.048892,0.8116,"search; -> (7, 2); at -11.24; drawn by gain -27.90; held back by travel +15.60; next best search -4.47; H 0.81; peak traceability 5.7"
F2 chasing-the-smear,17,12,belief,A_uniform,search,7,2,4,8,6.8624,0.048888,0.8043,"search; -> (7, 2); at -12.18; drawn by gain -28.31; held back by travel +15.00; next best search -5.33; H 0.80; peak traceability 5.3"
F2 chasing-the-smear,17,13,belief,A_uniform,search,7,2,5,8,6.7409,0.04824,0.8033,"search; -> (7, 2); at -12.77; drawn by gain -28.32; held back by travel +14.40; next best search -5.93; H 0.80; peak traceability 5.2"
F2 chasing-the-smear,17,14,belief,A_uniform,search,7,2,6,8,6.6253,0.048674,0.793,"search; -> (7, 2); at -13.91; drawn by gain -28.96; held back by travel +13.80; next best search -6.92; H 0.79; peak traceability 4.8"
F2 chasing-the-smear,17,15,belief,A_uniform,search,7,2,7,8,6.5151,0.04847,0.7874,"search; -> (7, 2); at -14.70; drawn by gain -29.21; held back by travel +13.20; next best search -7.66; H 0.79; peak traceability 4.6"
F2 chasing-the-smear,17,16,belief,A_uniform,search,7,2,8,8,6.41,0.048133,0.7836,"search; -> (7, 2); at -15.41; drawn by gain -29.37; held back by travel +12.60; next best search -8.34; H 0.78; peak traceability 4.4"
F2 chasing-the-smear,17,17,belief,A_uniform,search,7,2,9,8,6.3096,0.04767,0.7818,"search; -> (7, 2); at -16.03; drawn by gain -29.44; held back by travel +12.00; next best search -8.96; H 0.78; peak traceability 4.3"
F2 chasing-the-smear,17,18,belief,A_uniform,search,7,2,9,9,3.3328,0.045866,0.7911,"search; -> (7, 2); at -15.77; drawn by gain -28.65; held back by travel +11.40; next best search -8.79; H 0.79; peak traceability 4.1"
F2 chasing-the-smear,17,19,belief,A_uniform,search,7,2,9,10,0.1738,0.043147,0.8008,"search; -> (7, 2); at -14.86; drawn by gain -27.24; held back by travel +10.80; next best search -8.00; H 0.80; peak traceability 3.8"
F2 chasing-the-smear,17,20,belief,A_uniform,search,5,4,10,10,0.0025,0.046222,0.7996,"search; -> (5, 4); at -6.75; drawn by gain -22.28; held back by travel +7.80; next best hold_position -4.20; H 0.80; peak traceability 6995.5"
F2 chasing-the-smear,17,40,belief,A_uniform,search,6,17,11,21,0.0545,0.081489,0.7498,"search; -> (6, 17); at -15.24; drawn by gain -18.24; held back by travel +3.00; next best search -12.96; H 0.75; peak traceability 1227.4"
F2 chasing-the-smear,17,41,belief,A_uniform,search,6,17,11,22,0.0847,0.082629,0.7556,"search; -> (6, 17); at -16.47; drawn by gain -18.88; held back by travel +2.40; next best search -10.84; H 0.76; peak traceability 1317.1"
F2 chasing-the-smear,17,42,belief,A_uniform,search,6,18,10,22,0.0287,0.079474,0.7968,"search; -> (6, 18); at -8.72; drawn by gain -15.12; held back by dither +4.00; next best search -6.51; H 0.80; peak traceability 834.2"
F2 chasing-the-smear,17,43,belief,A_uniform,search,6,18,9,22,0.0441,0.067436,0.8099,"search; -> (6, 18); at -10.76; drawn by gain -12.57; held back by travel +1.80; next best search -5.45; H 0.81; peak traceability 789.8"
F2 chasing-the-smear,19,8,belief,A_uniform,search,2,8,10,8,4.8358,0.180033,0.5246,"search; -> (2, 8); at -36.39; drawn by gain -38.32; held back by travel +1.80; next best hold_position -12.04; H 0.52; peak traceability 43.4"
F2 chasing-the-smear,19,25,belief,A_uniform,search,8,16,5,14,0.2764,0.115958,0.8265,"search; -> (8, 16); at -14.38; drawn by gain -16.51; held back by travel +1.80; next best search -9.34; H 0.83; peak traceability 18.5"
F2 chasing-the-smear,20,20,belief,A_uniform,search,6,10,2,11,9.347,0.172537,0.4586,"search; -> (6, 10); at -37.19; drawn by gain -39.72; held back by travel +2.40; next best search -14.31; H 0.46; peak traceability 43.7"
F2 chasing-the-smear,21,4,belief,A_uniform,search,6,13,7,16,9.4737,0.06356,0.8949,"search; -> (6, 13); at -10.19; drawn by gain -14.85; held back by travel +4.20; next best search -4.33; H 0.89; peak traceability 13.1"
F2 chasing-the-smear,21,5,belief,A_uniform,search,6,14,8,16,8.0676,0.047208,0.936,"search; -> (6, 14); at -2.48; drawn by gain -9.95; held back by dither +4.00; next best hold_position -1.46; H 0.94; peak traceability 12.9"
F2 chasing-the-smear,21,6,belief,A_uniform,search,6,15,9,16,5.6834,0.034916,0.9499,"search; -> (6, 15); at -1.42; drawn by gain -7.90; held back by dither +4.00; next best hold_position -0.15; H 0.95; peak traceability 8.9"
F2 chasing-the-smear,21,42,belief,A_uniform,search,10,6,9,2,10.5576,0.31089,0.3628,"search; -> (10, 6); at -37.98; drawn by gain -39.80; held back by travel +1.80; next best hold_position -26.22; H 0.36; peak traceability 262.3"
F2 chasing-the-smear,21,49,belief,A_uniform,search,8,2,4,4,0.4817,0.151171,0.5053,"search; -> (8, 2); at -36.15; drawn by gain -39.53; held back by travel +3.00; next best search -7.31; H 0.51; peak traceability 15.9"
F2 chasing-the-smear,21,51,belief,A_uniform,search,8,2,4,6,0.6299,0.141134,0.5196,"search; -> (8, 2); at -37.23; drawn by gain -39.37; held back by travel +1.80; next best search -13.64; H 0.52; peak traceability 17.6"
F2 chasing-the-smear,21,52,belief,A_uniform,search,8,4,4,7,0.049,0.131725,0.582,"search; -> (8, 4); at -31.11; drawn by gain -37.95; held back by dither +4.00; next best hold_position -17.58; H 0.58; peak traceability 13.6"
F2 chasing-the-smear,21,53,belief,A_uniform,search,8,4,4,8,0.0611,0.213665,0.582,"search; -> (8, 4); at -33.22; drawn by gain -35.24; held back by travel +1.80; next best search -17.71; H 0.58; peak traceability 27.3"
F2 chasing-the-smear,21,57,belief,A_uniform,search,9,13,5,9,0.0,0.020535,0.8621,"search; -> (9, 13); at +0.76; drawn by gain -14.92; held back by travel +12.00; next best hold_position +1.06; H 0.86; peak traceability 1.6"
F2 chasing-the-smear,21,58,belief,A_uniform,search,9,13,4,9,0.0,0.020538,0.8603,"search; -> (9, 13); at +0.10; drawn by gain -15.00; held back by travel +11.40; next best hold_position +1.23; H 0.86; peak traceability 1.6"
F2 chasing-the-smear,21,59,belief,A_uniform,search,9,13,3,9,0.0,0.020418,0.8607,"search; -> (9, 13); at -0.47; drawn by gain -14.99; held back by travel +10.80; next best hold_position +1.43; H 0.86; peak traceability 1.6"
F2 chasing-the-smear,21,60,belief,A_uniform,search,9,13,2,9,0.0,0.020908,0.8589,"search; -> (9, 13); at -1.46; drawn by gain -15.42; held back by travel +10.20; next best hold_position +0.93; H 0.86; peak traceability 1.6"
F2 chasing-the-smear,21,61,belief,A_uniform,search,9,13,3,9,0.0,0.023915,0.8446,"search; -> (9, 13); at -4.21; drawn by gain -17.72; held back by travel +9.60; next best hold_position +0.08; H 0.84; peak traceability 1.5"
F2 chasing-the-smear,21,62,belief,A_uniform,search,9,13,4,9,0.0,0.025503,0.8286,"search; -> (9, 13); at -5.97; drawn by gain -18.99; held back by travel +9.00; next best hold_position +0.76; H 0.83; peak traceability 1.5"
F2 chasing-the-smear,23,5,belief,A_uniform,search,4,7,5,4,1.9766,0.233402,0.6773,"search; -> (4, 7); at -24.33; drawn by gain -30.79; held back by travel +4.80; next best search -15.25; H 0.68; peak traceability 71.7"
F2 chasing-the-smear,23,6,belief,A_uniform,search,4,7,6,4,2.262,0.166941,0.7169,"search; -> (4, 7); at -25.65; drawn by gain -31.26; held back by travel +4.20; next best search -15.52; H 0.72; peak traceability 47.6"
F2 chasing-the-smear,24,29,belief,A_uniform,search,8,16,11,20,0.0152,0.251516,0.599,"search; -> (8, 16); at -28.75; drawn by gain -30.70; held back by travel +1.80; next best search -23.49; H 0.60; peak traceability 39.9"
F2 chasing-the-smear,24,31,belief,A_uniform,search,6,15,12,19,0.0001,0.038252,0.8772,"search; -> (6, 15); at -8.96; drawn by gain -13.34; held back by travel +3.00; next best search -8.20; H 0.88; peak traceability 4.3"
F2 chasing-the-smear,24,32,belief,A_uniform,search,6,17,12,18,0.0003,0.032997,0.8756,"search; -> (6, 17); at -3.75; drawn by gain -11.29; held back by dither +4.00; next best search -1.50; H 0.88; peak traceability 3.5"
F2 chasing-the-smear,24,34,belief,A_uniform,search,6,18,12,16,0.0002,0.023647,0.8768,"search; -> (6, 18); at -3.00; drawn by gain -7.42; held back by travel +2.40; next best search -0.54; H 0.88; peak traceability 2.2"
